record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,deneyim_kayd_timestamp,exp_time,current,past,type,location,loc_spec,descr,feedback,identity___1,identity___2,identity___3,identity___4,identity___5,identity_spec,social_type___1,social_type___2,social_type___3,social_type___4,removal,future_use,uuid_2,startdate_2,enddate_2,scheduledate_2,status_2,supplementaldata_2,serializedresult_2,deneyim_kayd_complete
IZTECH_S001,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZTECH_S001,deneyim_kayd,2,,,,,2,,"2024-12-23 16:30",2,3,,"Toplu taşımada kamera sanıp el salladılar ve kamera olmadığını aciklamama rağmen ciddiye almadilar . Incelemeye ve aralarinda konuşmaya devam ettiler, biraz utanç vericiydi.",1,0,0,0,1,0,,1,1,0,0,0,Etkilemeyecek.,8C526BD0-C1C3-11EF-AE7E-17659D28B4AD,"2024-12-24 09:51:48","2024-12-24 09:55:13",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-24 09:55:14"",    ""utcTime"": ""2024-12-24 06:51:48.877545Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,3,,,,,2,,"2024-12-23 18:00",3,1,,"Eve geldigimde görüntüm sebebiyle bir 10 dk gulduler. Kötü hissetmedi ben de guldum.",1,1,0,0,0,0,,0,0,1,0,0,Etkilemeyecek.,07AA3240-C1C4-11EF-AE7E-17659D28B4AD,"2024-12-24 09:55:15","2024-12-24 09:57:07",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-24 09:57:07"",    ""utcTime"": ""2024-12-24 06:55:15.812133Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,4,,,,,1,"2024-12-25 13:04",,3,3,,"Kahve almaya gittigim cafede baristalarin gulmesi ve saçma bulmasi ve dedikodumu yapmaya devam etti, utanç duydum.",1,0,0,0,1,0,,1,0,0,0,0,Etkilemeyecek.,9CCF6820-C2A7-11EF-AE29-DD3E72EA0697,"2024-12-25 13:04:21","2024-12-25 13:06:29",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-25 13:06:30"",    ""utcTime"": ""2024-12-25 10:04:21.794114Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,5,,,,,2,,"2024-12-25 11:30",3,2,,"Klinikte hastalarim kamera olduğunu sanarak kendi goruntulerini aldığım sanıp cikartmami istedikler, acikladigimda deneyi de sacma bulup dalga gectiler.Sinirlendim ve anlasilmamis hissettim.",1,0,0,1,0,0,,0,0,0,1,0,Etkilemeyecek.,E9BED760-C2A7-11EF-AE29-DD3E72EA0697,"2024-12-25 13:06:30","2024-12-25 13:08:45",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-25 13:08:46"",    ""utcTime"": ""2024-12-25 10:06:30.870535Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,6,,,,,1,"2024-12-26 18:15",,2,2,,"bebek bir hasta ayak muayenesini yaparken boynumdaki cihazi oyuncak sanıp timing aparatina basti 5 kez sanirim ",0,0,0,0,0,0,,0,0,0,0,0,Etkilemeyecek.,C3F1E860-C39C-11EF-9012-2D669F8666BC,"2024-12-26 18:19:14","2024-12-26 18:20:50",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-26 18:20:51"",    ""utcTime"": ""2024-12-26 15:19:14.150606Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""62""  }",result.zip,2
IZTECH_S001,deneyim_kayd,7,,,,,2,,"2024-12-29 13:00",1,3,,"Kent ormaninda bisikletle turluyordum gozlugu ve kolyeyi merak ettiler sorular sorular, heyacnalandim ve mutlu hissettim.",1,0,0,0,1,0,,0,1,0,0,0,"Hayir ",B1FFA420-C67C-11EF-8879-F5FFF9DB4560,"2024-12-30 10:07:13","2024-12-30 10:11:03",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-30 10:11:03"",    ""utcTime"": ""2024-12-30 07:07:13.634243Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,8,,,,,2,,"2024-12-29 14:00",1,3,,"kitap okudugum kafede kamera veya ekipman olduğunu sandilar bisikletim oldugu icin kisaca deneyi acikladim heyecan verici buldular, deneyi ve sonuclarini merak ettiler, yaz saati uygulamasi ve gunes isigi almak hakkinda baya sohbet edildi.",1,0,0,0,1,0,,0,1,0,0,0,Etkilemeyecek.,3B71CC60-C67D-11EF-8879-F5FFF9DB4560,"2024-12-30 10:11:04","2024-12-30 10:12:34",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-30 10:12:35"",    ""utcTime"": ""2024-12-30 07:11:04.230378Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,9,,,,,2,,"2024-12-28 10:10",2,2,,"Ekipmanlari kullanmaya basladigim çarşamba gununden  cumartesi son hastaya kadar her hastada ne olduğu neden yapıldığı vb soruldu yani ayrıca klinikteki herkese de acikladim yani totaled 5 günde 40 kişinin sorununuz yanitladim ",1,0,1,1,0,0,,1,1,1,1,0,"Etkilemedi devam ettim her muayene de ve terapi seansinda kullanmaya",D5B71860-C67E-11EF-8879-F5FFF9DB4560,"2024-12-30 10:22:32","2024-12-30 10:25:37",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-30 10:25:38"",    ""utcTime"": ""2024-12-30 07:22:32.550136Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,10,,,,,1,"2024-12-30 11:53",,1,4,"Diş hekimi muayenehanesi","Diş hekimi tedavi için gittim once isik kaynağı sandi gozlugumu sonra arastirmayi sordum ve oldukça heyecanlanıyorum fakat gorunusum sebebiyle de baya guldu, ben de guldugum için iyi hissettim.",1,0,0,1,0,0,,1,1,1,1,0,Etkilemeyecek.,872FB820-C68B-11EF-9908-578D9F782AF6,"2024-12-30 11:53:24","2024-12-30 11:55:52",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-30 11:55:53"",    ""utcTime"": ""2024-12-30 08:53:24.258682Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""85""  }",result.zip,2
IZTECH_S001,deneyim_kayd,11,,,,,1,"2024-12-31 09:14",,3,3,,"otobuste ve otobus sirasinda incelendim bir kişi engelli sandigi için yer verdi  komikti guldum.",1,0,0,0,1,0,,1,0,1,1,0,Hayır,6E7FE530-C73E-11EF-A6A2-175B6106B0AB,"2024-12-31 09:14:02","2024-12-31 09:15:37",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-31 09:15:37"",    ""utcTime"": ""2024-12-31 06:14:02.755802Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,12,,,,,2,,"2024-12-31 08:30",3,3,,"kopek cetesi saldirisina ugradim, tüm ekipmanlar sebebiyle.  kopeklerden korkmadigim için bir şey olmadı ama kısa süre heycanlandim.",0,0,0,0,0,0,,0,0,0,0,0,Etkilemeyecek,A76727F0-C73E-11EF-A6A2-175B6106B0AB,"2024-12-31 09:15:38","2024-12-31 09:17:30",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-31 09:17:31"",    ""utcTime"": ""2024-12-31 06:15:38.223908Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""62""  }",result.zip,2
IZTECH_S001,deneyim_kayd,13,,,,,2,,"2024-12-28 14:10",2,3,,"Polis cevirmesinde ehliyet vs sorarken on dakika boyunca gozlugu inceledi ama soru sormadi. Biraz tedirgin hissettim.",1,0,0,0,1,0,,0,0,1,1,0,Etkilemedi.,098F5040-C746-11EF-93C8-7751FF640CC0,"2024-12-31 10:08:29","2024-12-31 10:11:04",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-31 10:11:04"",    ""utcTime"": ""2024-12-31 07:08:29.380493Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
IZTECH_S001,deneyim_kayd,14,,,,,2,,"2024-12-28 14:56",2,3,,"Havalimani guvenliginin dikkatini cekti on dakika kadar inceledi,tedirgin hissettim.",1,0,0,0,1,0,,0,1,1,1,0,Hayir.,C20AD860-C74B-11EF-93C8-7751FF640CC0,"2024-12-31 10:49:26","2024-12-31 10:51:35",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-12-31 10:51:36"",    ""utcTime"": ""2024-12-31 07:49:26.374614Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""10"",    ""devicemodel"": ""SM-G780G"",    ""percentComplete"": ""77""  }",result.zip,2
